SO;DN;INV;Posting Date;Due Date;Customer;Qty;UOM;Territory;Sales Term;Grand Total
SO03652;DN02846;INV01886;2012-09-19;2012-10-19;Adec Kabanjahe 1;171;Sak;Binlangkar;S Terms TOP 30 Day;6867600.59
SO03651;DN02847;INV01887;2012-09-19;2012-10-19;Adec Kabanjahe 1;168;Sak;Binlangkar;S Terms TOP 30 Day;6799700.32
SO03650;DN02867;INV01907;2012-09-19;2012-10-03;Karunia Jaya Bahagia 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03645;DN02859;INV01899;2012-09-19;2012-09-18;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;Cash;20000000.48
SO03644;DN02844;INV01884;2012-09-19;2012-09-18;Panen Raya Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19100002.16
SO03643;DN02850;INV01890;2012-09-19;2012-09-18;Tiga Saudara Tebing 1;500;Sak;Serkibata;Cash;19750003.09
SO03642;DN02848;INV01888;2012-09-19;2012-09-18;Tiga Saudara Tebing 1;500;Sak;Serkibata;Cash;19750003.09
SO03640;DN02849;INV01889;2012-09-19;2012-09-18;Pelita Serbelawan 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03639;DN02851;INV01891;2012-09-19;2012-09-18;Dunia Co Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03604;DN02856;INV01896;2012-09-19;2012-10-03;Sumber Ilham Medan 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03603;DN02843;INV01883;2012-09-19;2012-09-18;Sumber Pembangunan Aeknabara 1;500;Sak;Rapakoba;S Terms CBD;21250003.95
SO03552;DN02865;INV01905;2012-09-19;2012-09-18;Utama Bangunan Batubara 1;500;Sak;Serkibata;Cash;19500000.19
SO03513-1;DN02842;INV01882;2012-09-19;2012-09-18;Nirma Samosir 1;300;Sak;Sibatopasa;Cash;11550001.68
SO03649;DN02837-1;INV01879;2012-09-18;2012-10-02;Anugerah Jaya Tanjung Tiram 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03646;DN02836-1;INV01878;2012-09-18;2012-09-14;Kencana Agung Johor 1;500;Sak;Medan;Cash;19750003.09
SO03641;DN02838-1;INV01880;2012-09-18;2012-09-17;Rezeki Makmur T . Balai 1;500;Sak;Serkibata;Cash;20000000.48
SO03638;DN02839-1;INV01881;2012-09-18;2012-09-17;Dunia Co Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03636;DN02833-1;INV01874;2012-09-18;2012-09-17;Cahaya Baru Sei Bulu 1;500;Sak;Serkibata;Cash;20000000.48
SO03635;DN02834-1;INV01875-1;2012-09-18;2012-10-02;Nawera Simalungun 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03633;DN02835-1;INV01877;2012-09-18;2012-10-02;Berkat Baru Helvetia Medan 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03629;DN02832-1;INV01873;2012-09-18;2012-10-02;Tio Jaya Mandiri Damuli 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20750003.66
SO03613;DN02831-1;INV01872;2012-09-18;2012-09-17;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000001.05
SO03637;DN02830;INV01876;2012-09-17;2012-09-16;Sinar Jaya T. Balai 1;500;Sak;Serkibata;Cash;20000000.48
SO03634;DN02825;INV01867;2012-09-17;2012-10-01;Sabar Jaya Marendal 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03632;DN02826;INV01868;2012-09-17;2012-09-16;Ikbal Jaya Martubung 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03631;DN02824;INV01866;2012-09-17;2012-10-01;Yoga Karunia Jaya Batangkuis 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03630;DN02823;INV01865;2012-09-17;2012-10-01;Rizkinta Tanjung Morawa 1;500;Sak;Medan;14 days credit;20125001.93
SO03628;DN02822;INV01864;2012-09-17;2012-09-16;Fauzar Aek Loba 1;500;Sak;Rapakoba;Cash;20250003.38
SO03627;DN02828;INV01870;2012-09-17;2012-10-01;Usaha Baru Damuli 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20750003.66
SO03626;DN02829;INV01871;2012-09-17;2012-10-01;Reza Mas Bandar Tinggi 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03625;DN02819;INV01861;2012-09-17;2012-10-01;Indomas Kisaran 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03624;DN02820;INV01862;2012-09-17;2012-09-16;Dunia Co Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03623;DN02821;INV01863;2012-09-17;2012-09-16;Sinar Family TJ Balai 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03622;DN02818;INV01860;2012-09-17;2012-10-01;Rimbun Jaya T. Tiram 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03621;DN02815;INV01857;2012-09-17;2012-09-16;Martimbul Kisaran 1;500;Sak;Serkibata;Cash;20000000.48
SO03620;DN02814;INV01856;2012-09-17;2012-10-01;Antara Jaya Simpang Kawat 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03619;DN02816;INV01858;2012-09-17;2012-09-16;Tunas Family T. Balai 1;500;Sak;Serkibata;Cash;20000000.48
SO03615;DN02817;INV01859;2012-09-17;2012-09-16;Duta Property Group Medan 1;500;Sak;Medan;Cash;20250003.38
SO03565;DN02827;INV01869;2012-09-17;2012-10-01;Sahada Jaya Cikampak 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21750004.24
SO03618;DN02810;INV01851;2012-09-15;2012-09-12;Kencana Agung Johor 1;500;Sak;Medan;Cash;19750003.09
SO03617;DN02808;INV01849;2012-09-15;2012-09-29;Mandiri Jaya Marendal 1;500;Sak;Medan;14 days credit;20125001.93
SO03616;DN02803;INV01844;2012-09-15;2012-09-12;Tetap Jaya Kisaran 1;500;Sak;Serkibata;Cash;19750003.09
SO03614;DN02809;INV01850;2012-09-15;2012-09-14;Prima Andalas Binjai 1;500;Sak;Binlangkar;S Terms CBD;20500000.76
SO03612;DN02806;INV01847;2012-09-15;2012-09-29;Berdikari Tanjung Balai 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03611;DN02805;INV01846;2012-09-15;2012-09-14;Sinar Jaya Perbaungan 1;500;Sak;Serkibata;Cash;20000000.48
SO03610;DN02804;INV01845;2012-09-15;2012-09-14;Simalungun Traso Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03609;DN02813;INV01854;2012-09-15;2012-09-29;Maju Jaya Linsum 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20750003.66
SO03608;DN02800;INV01841;2012-09-15;2012-09-14;Hanjaya Patumbak 1;500;Sak;Medan;Cash;20000000.48
SO03607;DN02796;INV01837;2012-09-15;2012-09-14;Lembah Melintang Denai 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03606;DN02799;INV01840;2012-09-15;2012-09-29;Berkat Grand Angrek 1;500;Sak;Medan;S Terms TOP 14 Day;20500000.76
SO03605;DN02797;INV01838;2012-09-15;2012-09-29;Klumpang Jaya Klumpang 1;500;Sak;Medan;S Terms TOP 14 Day;20250003.38
SO03602;DN02812;INV01853;2012-09-15;2012-09-14;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000001.05
SO03601;DN02801;INV01842;2012-09-15;2012-09-29;Sumber Ilham Medan 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03600;DN02795;INV01836;2012-09-15;2012-09-14;Bangun Sari Batu Bara 1;500;Sak;Serkibata;Cash;20000000.48
SO03599;DN02793;INV01834;2012-09-15;2012-09-29;Abang Adek Pagurawan 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03597;DN02791;INV01832;2012-09-15;2012-09-14;Pursida Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03596;DN02794;INV01835;2012-09-15;2012-09-14;Saudara Jaya Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03595;DN02811;INV01852;2012-09-15;2012-09-12;Tiga Saudara Tebing 1;500;Sak;Serkibata;Cash;19750003.09
SO03593;DN02807;INV01848;2012-09-15;2012-09-14;Tetap Jaya Tebing 1;500;Sak;Serkibata;Cash;19500000.19
SO03592;DN02798;INV01839;2012-09-15;2012-09-29;Sumber Ilham Medan 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03590;DN02792;INV01833;2012-09-15;2012-09-12;Tetap Jaya Kisaran 1;500;Sak;Serkibata;Cash;19750003.09
SO03578;DN02790;INV01831;2012-09-15;2012-09-29;Maju Jaya Linsum 1;500;Sak;Rapakoba;S Terms TOP 14 Day;20750003.66
SO03568;DN02802;INV01843;2012-09-15;2012-09-14;Karunia Jaya Johor 1;500;Sak;Medan;Cash;20000000.48
SO03598;DN02789;INV01830;2012-09-14;2012-09-13;Kencana Agung Johor 1;500;Sak;Medan;Cash;19750003.09
SO03594;DN02786;INV01827;2012-09-14;2012-09-28;Merbau Siantar 1;500;Sak;Sibatopasa;14 days credit;20125001.93
SO03591;DN02788;INV01829;2012-09-14;2012-09-28;Sigma Triple Block 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03589;DN02771;INV01812;2012-09-14;2012-09-13;Linsa Pangururan 1;450;Sak;Sibatopasa;Cash;17325002.52
SO03588-1;DN02895;INV01912-1;2012-09-14;2012-10-14;Adec Kabanjahe 1;168;Sak;Binlangkar;S Terms TOP 30 Day;6799700.32
SO03587-1;DN02896;INV01913-1;2012-09-14;2012-10-14;Adec Kabanjahe 1;173;Sak;Binlangkar;S Terms TOP 30 Day;6790000.71
SO03586-1;DN02894;INV01911-1;2012-09-14;2012-10-14;Adec Kabanjahe 1;171;Sak;Binlangkar;S Terms TOP 30 Day;6799700.52
SO03585-2;DN02841;INV01910-1;2012-09-14;2012-10-14;Adec Kabanjahe 1;174;Sak;Binlangkar;S Terms TOP 30 Day;6799700.92
SO03584-1;DN02840;INV01909-1;2012-09-14;2012-10-14;Adec Kabanjahe 1;174;Sak;Binlangkar;S Terms TOP 30 Day;6799700.92
SO03583;DN02763;INV01809;2012-09-14;2012-09-13;Bima Maju Binjai 1;500;Sak;Binlangkar;Cash;20500000.76
SO03582;DN02778;INV01819;2012-09-14;2012-09-28;Mandiri Jaya Marendal 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03581;DN02777;INV01818;2012-09-14;2012-09-13;Kencana Agung Johor 1;500;Sak;Medan;Cash;19750003.09
SO03580;DN02773;INV01814;2012-09-14;2012-09-28;Sumber Ilham Medan 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03577;DN02770;INV01811;2012-09-14;2012-09-28;Maryam Talawi 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03576;DN02781;INV01822;2012-09-14;2012-09-13;Tiga Saudara Tebing 1;500;Sak;Serkibata;Cash;19750003.09
SO03575;DN02787;INV01828;2012-09-14;2012-09-13;Tiga Saudara Tebing 1;500;Sak;Serkibata;Cash;19750003.09
SO03574;DN02762;INV01808;2012-09-14;2012-09-13;Bangun Baru Perbaungan 1;500;Sak;Serkibata;Cash;20000000.48
SO03569;DN02775;INV01816;2012-09-14;2012-09-13;Subur Sunggal 1;500;Sak;Medan;Cash;20000000.48
SO03563;DN02772;INV01813;2012-09-14;2012-09-13;Ahuat Tanjung Leidong 1;500;Sak;Rapakoba;Cash;20250003.38
SO03562;DN02776;INV01817;2012-09-14;2012-09-13;Sumber Pembangunan Aeknabara 1;500;Sak;Rapakoba;Cash;21250003.95
SO03560;DN02774;INV01815;2012-09-14;2012-09-13;Obor Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000000.48
SO03559;DN02769;INV01810;2012-09-14;2012-09-13;Obor Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03556;DN02779;INV01820;2012-09-14;2012-09-13;Tiga Saudara Tebing 1;500;Sak;Serkibata;Cash;19750003.09
SO03548;DN02761;INV01807;2012-09-14;2012-09-13;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000001.05
SO03546;DN02783;INV01824;2012-09-14;2012-09-13;Nanda Nindi Medan 1;500;Sak;Default;Cash;20000000.48
SO03540;DN02780;INV01821;2012-09-14;2012-09-13;Panen Raya Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19100002.16
SO03539;DN02785;INV01826;2012-09-14;2012-09-13;Utama Bangunan Batubara 1;500;Sak;Serkibata;Cash;19500000.19
SO03538;DN02784;INV01825;2012-09-14;2012-09-13;Utama Bangunan Batubara 1;500;Sak;Serkibata;Cash;19500000.19
SO03521;DN02782;INV01823;2012-09-14;2012-09-13;Utama Bangunan Batubara 1;500;Sak;Serkibata;Cash;19500000.19
SO03579;DN02754;INV01801;2012-09-13;2012-09-27;Sinar Jaya T. Balai 1;500;Sak;Serkibata;14 days credit;21750004.24
SO03573;DN02755;INV01802;2012-09-13;2012-09-12;Nirma Samosir 1;300;Sak;Sibatopasa;Cash;11550001.68
SO03572;DN02758;INV01805;2012-09-13;2012-09-27;Usaha Baru Batangkuis 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03571;DN02752;INV01799;2012-09-13;2012-09-27;Cahaya Sinar Logam Lubuk Pakam 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03570;DN02751;INV01798;2012-09-13;2012-09-12;Kencana Agung Johor 1;500;Sak;Medan;Cash;19750003.09
SO03567;DN02759;INV01806;2012-09-13;2012-09-12;Asbes Angsa Medan 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03566;DN02750;INV01797;2012-09-13;2012-09-12;Rudi Pancing 1;500;Sak;Medan;Cash;20000000.48
SO03561;DN02749;INV01796;2012-09-13;2012-09-12;Simalungun Traso Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03558;DN02753;INV01800;2012-09-13;2012-09-27;Putra Jaya Tebing 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03557;DN02743;INV01790;2012-09-13;2012-09-12;Tiga Saudara Tebing 1;500;Sak;Serkibata;Cash;19750003.09
SO03555;DN02747;INV01794;2012-09-13;2012-09-12;Tetap Jaya Kisaran 1;500;Sak;Serkibata;Cash;19750003.09
SO03554;DN02757;INV01804;2012-09-13;2012-09-27;Indomas Kisaran 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03553;DN02756;INV01803;2012-09-13;2012-09-12;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;Cash;20000000.48
SO03551;DN02744;INV01791;2012-09-13;2012-09-27;Fariz Dolok Batu Nanggar 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03535;DN02745;INV01792;2012-09-13;2012-09-27;Anugerah Jaya Tanjung Tiram 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03522;DN02746;INV01793;2012-09-13;2012-09-12;Obor Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000000.48
SO03520;DN02748;INV01795;2012-09-13;2012-09-12;Utama Bangunan Batubara 1;500;Sak;Serkibata;Cash;19500000.19
SO03508;DN02741;INV01788;2012-09-13;2012-09-12;Asia Maju Rantau 1;500;Sak;Rapakoba;Cash;21000001.05
SO03376;DN02742;INV01789;2012-09-13;2012-09-27;Tamba Jaya Bagan Batu 1;500;Sak;Default;14 days credit;22000001.63
SO03564;DN02740;INV01787;2012-09-12;2012-09-11;Ahuat Tanjung Leidong 1;500;Sak;Rapakoba;Cash;20250003.38
SO03550;DN02739;INV01786;2012-09-12;2012-09-26;Toko Somat Talawi 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03547;DN02730;INV01777;2012-09-12;2012-09-11;Karunia Jaya Johor 1;500;Sak;Medan;Cash;20000000.48
SO03545;DN02738;INV01785;2012-09-12;2012-09-11;Permata Indah Patumbak 1;500;Sak;Medan;Cash;20000000.48
SO03544;DN02728;INV01775;2012-09-12;2012-09-11;Menara Station Medan 1;500;Sak;Medan;Cash;20250003.38
SO03543-1;DN02717;INV01764;2012-09-12;2012-09-26;Darmawan Sejahtera;500;Sak;Medan;14 days credit;20125001.93
SO03541;DN02725;INV01772;2012-09-12;2012-09-11;Cahaya Baru Sei Bulu 1;500;Sak;Serkibata;Cash;20000000.48
SO03537;DN02734;INV01781;2012-09-12;2012-09-26;Indomas Kisaran 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03536;DN02733;INV01780;2012-09-12;2012-09-11;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms CBD;20000000.48
SO03534;DN02721;INV01768;2012-09-12;2012-09-26;Mutiara Pantai Batubara 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03533;DN02737;INV01784;2012-09-12;2012-09-11;Rezeki Makmur T . Balai 1;500;Sak;Serkibata;Cash;20000000.48
SO03532;DN02723;INV01770;2012-09-12;2012-09-26;Perdana Jaya Air Batu 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03530;DN02736;INV01783;2012-09-12;2012-09-11;Serba Jadi Sunggal 1;500;Sak;Medan;Cash;20000000.48
SO03529;DN02729;INV01776;2012-09-12;2012-09-11;Bahagia Jaya By pass 1;500;Sak;Medan;Cash;20000000.48
SO03519;DN02718;INV01765;2012-09-12;2012-09-26;Jasa Laut Tanjung Tiram 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03515;DN02722;INV01769;2012-09-12;2012-09-11;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;Cash;20000000.48
SO03509;DN02720;INV01767;2012-09-12;2012-09-11;Panen Raya Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19100002.16
SO03504;DN02735;INV01782;2012-09-12;2012-09-26;Sumber Ilham Medan 1;500;Sak;Medan;14 days credit;20125001.93
SO03500;DN02726;INV01773;2012-09-12;2012-09-26;Karya Vika Jaya Namorambe 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03499;DN02731;INV01778;2012-09-12;2012-09-11;Obor Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20000000.48
SO03498;DN02732;INV01779;2012-09-12;2012-09-11;US Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03494;DN02724;INV01771;2012-09-12;2012-09-11;Utama Bangunan Batubara 1;500;Sak;Serkibata;Cash;19500000.19
SO03490;DN02719;INV01766;2012-09-12;2012-09-26;Maju Jaya Inalum 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03292;DN02727;INV01774;2012-09-12;2012-09-11;Sumber Pembangunan Aeknabara 1;500;Sak;Rapakoba;Cash;21250003.95
SO03549;DN02711;INV01760;2012-09-11;2012-09-10;Cahaya Baru Merbau 1;500;Sak;Rapakoba;S Terms CBD;20750003.66
SO03542;DN02709;INV01758;2012-09-11;2012-09-10;Tiga Saudara Tebing 1;500;Sak;Serkibata;Cash;19750003.09
SO03531;DN02700;INV01749;2012-09-11;2012-09-10;Linsa Pangururan 1;450;Sak;Sibatopasa;Cash;17325002.52
SO03528;DN02708;INV01757;2012-09-11;2012-09-10;Subur Baru Medan 1;500;Sak;Medan;Cash;20000000.48
SO03527;DN02703;INV01752;2012-09-11;2012-09-10;Asbes Angsa Medan 1;500;Sak;Medan;Cash;20000000.48
SO03526;DN02707;INV01756;2012-09-11;2012-09-10;Kencana Agung Johor 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03525;DN02695;INV01744;2012-09-11;2012-09-10;Kencana Agung Johor 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03523;DN02706;INV01755;2012-09-11;2012-09-10;Susan Pilar Medan 1;500;Sak;Medan;Cash;20000000.48
SO03518;DN02704;INV01753;2012-09-11;2012-09-25;Indomas Kisaran 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03517;DN02714;INV01763;2012-09-11;2012-09-10;Tetap Jaya Kisaran 1;500;Sak;Serkibata;Cash;20000000.48
SO03516;DN02697;INV01746;2012-09-11;2012-09-10;Sinar Jaya T. Balai 1;500;Sak;Serkibata;Cash;20000000.48
SO03514;DN02691;INV01740;2012-09-11;2012-09-10;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;Cash;20000000.48
SO03512;DN02699;INV01748;2012-09-11;2012-09-10;Saudara Jaya Kisaran 1;500;Sak;Serkibata;Cash;20000000.48
SO03497;DN02712;INV01761;2012-09-11;2012-09-10;US Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03496;DN02696;INV01745;2012-09-11;2012-09-25;Naspa Talawi 1;500;Sak;Default;S Terms TOP 14 Day;20125001.93
SO03495;DN02698;INV01747;2012-09-11;2012-09-25;Indomas Kisaran 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03493;DN02690;INV01739;2012-09-11;2012-09-10;Rezeki Makmur T . Balai 1;500;Sak;Serkibata;Cash;20000000.48
SO03491;DN02701;INV01750;2012-09-11;2012-09-10;Sinar Jaya Perbaungan 1;500;Sak;Serkibata;Cash;20000000.48
SO03481;DN02705;INV01754;2012-09-11;2012-09-10;Utama Bangunan Batubara 1;500;Sak;Serkibata;Cash;19500000.19
SO03479;DN02702;INV01751;2012-09-11;2012-09-10;Simalungun Traso Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03476;DN02713;INV01762;2012-09-11;2012-09-10;Obor Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03475;DN02694;INV01743;2012-09-11;2012-09-10;Obor Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03458;DN02693;INV01742;2012-09-11;2012-09-10;Pala Pintu Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03440;DN02689;INV01738;2012-09-11;2012-09-10;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000001.05
SO03426;DN02692;INV01741;2012-09-11;2012-09-10;TAS Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03410;DN02710;INV01759;2012-09-11;2012-09-10;Ahuat Tanjung Leidong 1;500;Sak;Rapakoba;Cash;20250003.38
SO03524;DN02683;INV01732;2012-09-10;2012-09-09;Kencana Agung Johor 1;500;Sak;Medan;S Terms CBD;20000000.48
SO03511;DN02684;INV01733;2012-09-10;2012-09-24;Antara Jaya Simpang Kawat 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03510;DN02674;INV01723;2012-09-10;2012-09-09;Panen Raya Perdagangan 1;500;Sak;Serkibata;S Terms CBD;19100002.16
SO03507;DN02686;INV01735;2012-09-10;2012-09-24;Usaha Baru Damuli 1;500;Sak;Rapakoba;14 days credit;20750003.66
SO03506;DN02673;INV01722;2012-09-10;2012-09-09;Romorajunt Medan 1;500;Sak;Medan;Cash;21500001.34
SO03505;DN02669;INV01718;2012-09-10;2012-09-09;Anugrah Mandiri Medan 1;500;Sak;Medan;Cash;20500000.76
SO03503;DN02675;INV01724;2012-09-10;2012-09-24;Sumber Ilham Medan 1;500;Sak;Medan;S Terms TOP 14 Day;20125001.93
SO03502;DN02677;INV01726;2012-09-10;2012-09-09;SS Jaya Tanjung Anom 1;500;Sak;Medan;Cash;20000000.48
SO03501;DN02671;INV01720;2012-09-10;2012-09-09;Hanjaya Patumbak 1;500;Sak;Medan;Cash;20000000.48
SO03492;DN02688;INV01737;2012-09-10;2012-09-09;Martimbul Kisaran 1;500;Sak;Serkibata;Cash;20000000.48
SO03486;DN02687;INV01736;2012-09-10;2012-09-24;Maryam Talawi 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03482;DN02685;INV01734;2012-09-10;2012-09-09;Sabar Mulia Sei Bulu 1;500;Sak;Serkibata;Cash;20000000.48
SO03480;DN02678;INV01727;2012-09-10;2012-09-09;Utama Bangunan Batubara 1;500;Sak;Serkibata;Cash;19500000.19
SO03478;DN02681;INV01730;2012-09-10;2012-09-09;US Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03477;DN02680;INV01729;2012-09-10;2012-09-09;US Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03474;DN02668;INV01717;2012-09-10;2012-09-24;Klumpang Jaya Klumpang 1;500;Sak;Medan;14 days credit;20250003.38
SO03472;DN02676;INV01725;2012-09-10;2012-09-09;Serba Jadi Sunggal 1;500;Sak;Medan;Cash;20000000.48
SO03450;DN02670;INV01719;2012-09-10;2012-09-24;Rimbun Jaya T. Tiram 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03444-1;DN02666;INV01715;2012-09-10;2012-09-09;Utama Bangunan Batubara 1;500;Sak;Serkibata;Cash;20000000.48
SO03443;DN02679;INV01728;2012-09-10;2012-09-09;Utama Bangunan Batubara 1;500;Sak;Serkibata;Cash;19500000.19
SO03439;DN02664;INV01713;2012-09-10;2012-09-24;Sumatra Cikampak 1;500;Sak;Rapakoba;S Terms TOP 14 Day;21650001.98
SO03428;DN02667;INV01716;2012-09-10;2012-09-24;Immanuel Batu Bara 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03408;DN02672;INV01721;2012-09-10;2012-09-09;Asia Maju Rantau 1;500;Sak;Rapakoba;S Terms CBD;21000001.05
SO03406;DN02665;INV01714;2012-09-10;2012-09-09;Sumber Pembangunan Aeknabara 1;500;Sak;Rapakoba;Cash;21250003.95
SO03388;DN02682;INV01731;2012-09-10;2012-09-09;Tiga Saudara Tebing 1;500;Sak;Serkibata;Cash;19750003.09
SO03489;DN02661;INV01711;2012-09-08;2012-09-22;Berkat Grand Angrek 1;500;Sak;Medan;S Terms TOP 14 Day;20500000.76
SO03487;DN02646;INV01696;2012-09-08;2012-09-07;Sinar Jaya T. Balai 1;500;Sak;Serkibata;Cash;20000000.48
SO03485;DN02652;INV01702;2012-09-08;2012-09-22;Indomas Kisaran 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03484;DN02647;INV01697;2012-09-08;2012-09-07;Saudara Jaya Kisaran 1;500;Sak;Serkibata;Cash;20000000.48
SO03483;DN02659;INV01709;2012-09-08;2012-08-03;Tetap Jaya Tebing 1;500;Sak;Serkibata;Cash;19500000.19
SO03473;DN02660;INV01710;2012-09-08;2012-09-22;Mandiri Jaya Marendal 1;500;Sak;Medan;14 days credit;20125001.93
SO03468;DN02651;INV01701;2012-09-08;2012-07-16;Total Mandiri Medan 1;500;Sak;Medan;Cash;19900003.73
SO03466;DN02645;INV01695;2012-09-08;2012-09-07;Sejati Binjai 1;500;Sak;Binlangkar;S Terms CBD;20500000.76
SO03463;DN02658;INV01708;2012-09-08;2012-09-07;Yayasan Darul Ilmi Medan 1;500;Sak;Medan;Cash;20250003.38
SO03461;DN02649;INV01699;2012-09-08;2012-09-07;Karunia Jaya Johor 1;500;Sak;Medan;Cash;20000000.48
SO03457;DN02654;INV01704;2012-09-08;2012-09-07;US Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03455;DN02657;INV01707;2012-09-08;2012-09-07;Obor Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03454;DN02643;INV01693;2012-09-08;2012-09-07;Obor Siantar 1;500;Sak;Sibatopasa;Cash;20000000.48
SO03452;DN02653;INV01703;2012-09-08;2012-09-22;Nawera Simalungun 1;500;Sak;Serkibata;S Terms TOP 14 Day;20125001.93
SO03449;DN02648;INV01698;2012-09-08;2012-09-22;Indomas Kisaran 1;500;Sak;Serkibata;14 days credit;20125001.93
SO03447;DN02644;INV01694;2012-09-08;2012-09-07;Tetap Jaya Kisaran 1;500;Sak;Serkibata;Cash;20000000.48
SO03446;DN02650;INV01700;2012-09-08;2012-09-07;Dunia Co Kisaran 1;500;Sak;Serkibata;Cash;20000000.48
SO03442;DN02655;INV01705;2012-09-08;2012-09-07;Utama Bangunan Batubara 1;500;Sak;Serkibata;Cash;19500000.19
