id;tanggal;keterangan;jumlah;bank;cabang;allocate;remark;checked_by;checked_time;checker_status;checker_remark
435;2012-08-23;KR OTOMATIS LLG-BRI KCK SUDIRM RUDY SIMBOLON UD LPT GUNUNG PANTARA BARISAN 8115054526;17325000.00;BCA;965;1;pembayaran PL. Linsa Do 03256;09/16/12;0000-00-00 00:00:00;0;
436;2012-08-24;KR OTOMATIS LLG-MESTIKA DHARMA TJIO TJIN TJAI/CAN  BCA HM.YAMIN MEDAN   ;20000000.00;BCA;965;1;pembayaran PL. Tetap jaya Kisaran Do 03238;09/16/12;0000-00-00 00:00:00;0;
437;2012-08-24;KR OTOMATIS LLG-BRI KCK SUDIRM RUDY SIMBOLON / UD  8115054526 PT GUNU NG PANTARA BARISAN  ;17325000.00;BCA;965;1;pembayaran PL. Linsa Do 03215;09/16/12;0000-00-00 00:00:00;0;
438;2012-08-24;SETORAN TUNAI ROMI TIGA SAUDARA  BL DO 5000 SAK DRI TIGA SAUDRA  ;197500000.00;BCA;8285;1;SETORAN TUNAI ROMI PL. TIGA SAUDARA  03276,03286,03303,03319,03334,03335,03354,03355,03404,03388;dani;10/24/12 08:50 PM;0;
439;2012-08-27;SETORAN KLIRING #WARKAT L:01 I:00 CAHAYA SINAR LOGAM 2945;19875000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 CAHAYA SINAR LOGAM 2945;09/16/12;0000-00-00 00:00:00;0;
440;2012-08-27;SETORAN KLIRING #WARKAT L:01 I:00 SABAR JAYA3097;19875000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 SABAR JAYA3097;09/16/12;0000-00-00 00:00:00;0;
441;2012-08-27;SETORAN KLIRING #WARKAT L:01 I:00 KLUMPANG JAYA2890;20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 KLUMPANG JAYA2890;09/16/12;0000-00-00 00:00:00;0;
442;2012-08-27;SETORAN KLIRING #WARKAT L:01 I:00 SKS BTN (224-42-80-81-480-87-180);173323900.00;BCA;8115;1;pembayaran PL. Sukses beton  DO 7224,7242,7280,7281,7480,7487,7180;09/16/12;0000-00-00 00:00:00;0;
443;2012-08-27;SETORAN TUNAI AFIN SEMEN 500SAK PL.MUTIARA PANTAI 03162;19875000.00;BCA;8115;1;SETORAN TUNAI AFIN SEMEN 500SAK PL.MUTIARA PANTAI 03162;09/16/12;0000-00-00 00:00:00;0;
444;2012-08-27;TRSF E-BANKING CR 08/27 95031 PURSIDA.PTRPINTA RONITTO SITA;20000000.00;BCA;0;1;pembayaran PL. Pursida 03273;09/16/12;0000-00-00 00:00:00;0;
445;2012-08-27;SETORAN TUNAI EDY SUWANTO PEMB SEMEN NO INV 03108  0323 9 (2 BON) DARIREZEKIMAKMUR TJ ;39750000.00;BCA;52;1;SETORAN TUNAI EDY SUWANTO PEMB SEMEN NO INV 03108  0323 9 (2 BON) DARIREZEKIMAKMUR TJ ;09/16/12;0000-00-00 00:00:00;0;
446;2012-08-27;KR OTOMATIS LLG-BRI KCK SUDIRM RUDY SIMBOLON/UD LPT GUNUNG PANTARA BARISAN 8115054526;17325000.00;BCA;965;1;pembayaran PL. Linsa Do 03298;09/16/12;0000-00-00 00:00:00;0;
447;2012-08-27;SETORAN TUNAI ;19750000.00;BCA;8000;1;pembayaran PL. Bahagia jaya Do 03263;09/16/12;0000-00-00 00:00:00;0;
448;2012-08-27;SETORAN TUNAI IRIANTO SURBAKT KSR ;20000000.00;BCA;297;1;pembayaran PL. Perdana jaya Do 03107;09/16/12;0000-00-00 00:00:00;0;
449;2012-08-27;KR OTOMATIS LLG-MESTIKA DHARMA TJIO TJIN TJAI /CA ;20000000.00;BCA;965;1;pembayaran PL. Tetap jaya Kisaran Do 03272;09/16/12;0000-00-00 00:00:00;0;
450;2012-08-27;KR OTOMATIS LLG-MESTIKA DHARMA SAUDARA JAYA KISARBANK BCA CAB.K.TAN JUNG;19750000.00;BCA;965;1;pembayaran PL. Saudara jaya kisaran Do 02772;09/16/12;0000-00-00 00:00:00;0;
451;2012-08-27;SETORAN TUNAI SUMAR PANGLONG REZA MAS;20000000.00;BCA;8285;1;pembayaran PL. Reza mas Do 02863;09/16/12;0000-00-00 00:00:00;0;
452;2012-08-27;SETORAN WAHIDAH SINAR JAYA(03185);19750000.00;BCA;8285;1;pembayaran PL. Sinar jaya DO 03185;09/16/12;0000-00-00 00:00:00;0;
453;2012-08-27;SETORAN WAHIDAH SINAR JAYA (03197);19750000.00;BCA;8285;1;pembayaran PL. Sinar jaya DO 03197;09/16/12;0000-00-00 00:00:00;0;
454;2012-08-13;DARI RATT EVIS WESLI SARAGIH Transfer ATM  S1AS107P  /5169/ATM-RANTAU PRAP;19000000.00;Mandiri;;1;pembayaran PL. Reyeni Do 03070 (kurang Rp.250.000);dani;10/04/12 11:11 PM;0;
455;2012-08-15;SITI SAFUAN/UD. GAMBIR Setor Tunai;20250000.00;Mandiri;;1;SITI SAFUAN/UD. GAMBIR Setor Tunai 02687;dani;10/24/12 08:37 PM;0;
456;2012-08-24;BG 791976-0190075 PANINBANK MEDAN/JAYA Setor Kliring 10791976 ;20000000.00;Mandiri;;1;Setor Kliring 10791976  PL. Jaya baru 02963;dani;10/24/12 08:47 PM;0;
457;2012-08-24;DARI RATT EVIS WESLI SARAGIH Transfer ATM  S1AS107P  /598 /ATM-RANTAU PRAP;19000000.00;Mandiri;;1;pembayaran PL. Reyeni 03222;dani;10/24/12 08:41 PM;0;
458;2012-08-27;PEMB. SEMEN 02997/UD. USAHA BARU Setor Tunai;20750000.00;Mandiri;;1;PEMB. SEMEN UD. USAHA BARU Setor Tunai  02997;dani;10/24/12 08:43 PM;0;
459;2012-08-28;SETORAN KLIRING #WARKAT L:00 I:01 SINAR TERANG(02880);20750000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 SINAR TERANG(02880);09/16/12;0000-00-00 00:00:00;0;
460;2012-08-28;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS(03079) ;19875000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS(03079) ;09/16/12;0000-00-00 00:00:00;0;
461;2012-08-28;SETORAN KLIRING #WARKAT L:00 I:01 SUMBER BARU(03046);20125000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 SUMBER BARU(03046);09/16/12;0000-00-00 00:00:00;0;
462;2012-08-28;SETORAN KLIRING #WARKAT L:00 I:01 HARAPAN JAYA(02967);9750000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 HARAPAN JAYA(02967);09/16/12;0000-00-00 00:00:00;0;
463;2012-08-28;SETORAN KLIRING #WARKAT L:00 I:01 KARUNIA JAYA(03156);19750000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 KARUNIA JAYA(03156);09/16/12;0000-00-00 00:00:00;0;
464;2012-08-28;TRSF E-BANKING CR 08/28 79111 SEMEN 500 SAK AFD3 RITONGA M ALI WARDANA RITO;21500000.00;BCA;0;1;pembayaran PL. karya andalan Do 03266;09/16/12;0000-00-00 00:00:00;0;
465;2012-08-28;KR OTOMATIS LLG-MESTIKA DHARMA SAUDARA JAYA/EKO SBANK BCA CAB.K.TAN JUNG;19750000.00;BCA;965;1;pembayaran PL. Saudara jaya Do 02806;09/16/12;0000-00-00 00:00:00;0;
466;2012-08-28;KR OTOMATIS LLG-BPD SUMUT MEDA R N SIHOTANG;11550000.00;BCA;965;1;pembayaran PL. Nirma Do 03299;09/16/12;0000-00-00 00:00:00;0;
467;2012-08-29;SETORAN KLIRING #WARKAT L:00 I:01 PANEN RAYA 301718.14.82.69.92;113100000.00;BCA;8115;1;pembayaran PL. Panen Raya Do 03017,03018,03114,03082,03169,03192;09/16/12;0000-00-00 00:00:00;0;
468;2012-08-29;SETORAN KLIRING #WARKAT L:01 I:00 NAGA MAS 29213006;38250000.00;BCA;8115;1;pembayaran PL. Naga mas Do 02921, 03006;09/16/12;0000-00-00 00:00:00;0;
469;2012-08-29;SETORAN KLIRING #WARKAT L:00 I:01 KARUNIA JAYA(03214);19750000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 KARUNIA JAYA(03214);09/16/12;0000-00-00 00:00:00;0;
470;2012-08-29;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS(03111);19875000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS(03111);09/16/12;0000-00-00 00:00:00;0;
471;2012-08-29;SETORAN KLIRING #WARKAT L:00 I:01 PL 78(03215);20250000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 PL 78(03215);09/16/12;0000-00-00 00:00:00;0;
472;2012-08-29;SETORAN TUNAI FAHRIZA PMBYRN SEMEN 50SAK A/N FAHRIZ A (JAYA PAVINGBLOK) MEDAN ;20250000.00;BCA;383;1;pembayaran PL. Jaya block DO 03262-1;09/16/12;0000-00-00 00:00:00;0;
473;2012-08-29;KR OTOMATIS LLG-MUAMALAT SUDIR MUHAMMAD YUSUFTRANSFER SKN MUHAM MAD YUSUF;21150000.00;BCA;965;1;pembayaran PL. Sumber pembangunan Do 03040;09/16/12;0000-00-00 00:00:00;0;
474;2012-08-29;SETORAN TUNAI PALA PINTO ;19750000.00;BCA;8200;1;pembayaran PL. Pala pinto DO 02858;09/16/12;0000-00-00 00:00:00;0;
475;2012-08-29;TRSF E-BANKING CR 29/08WSID:61641 YANTO ATAU LINA NA ;8500000.00;BCA;0;1;pembayaran PL. karya cipta murni DO 03344;09/16/12;0000-00-00 00:00:00;0;
476;2012-08-30;SETORAN KLIRING #WARKAT L:01 I:00 SS JAYA 3242 ;19750000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 SS JAYA 3242 ;09/16/12;0000-00-00 00:00:00;0;
477;2012-08-30;SETORAN KLIRING #WARKAT L:00 I:01 RIZKY(03178) ;20250000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 RIZKY(03178) ;09/16/12;0000-00-00 00:00:00;0;
478;2012-08-30;SETORAN KLIRING #WARKAT L:00 I:01 BIMA MAJU(03220);20250000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 BIMA MAJU(03220);09/16/12;0000-00-00 00:00:00;0;
479;2012-08-30;SETORAN TUNAI PL.HARAPAN BARU 500 SAK PL.HARAPAN BARU;21375000.00;BCA;8235;1;pembayaran PL. Harapan baru Do 02983;09/16/12;0000-00-00 00:00:00;0;
480;2012-08-30;SETORAN TUNAI PL.USAHA ADEK 500SAK PL.USAHAADEK;20850000.00;BCA;8235;1;pembayaran PL. Usaha adek Do 02956;09/16/12;0000-00-00 00:00:00;0;
481;2012-08-30;SETORAN TRSF DR 7780251314 AHUT LEIDONG;101250000.00;BCA;195;1;SETORAN TRSF DR 7780251314 pembelian DO  AHUT LEIDONG 03371,03380,03410,03564,03563;dani;10/24/12 08:53 PM;0;
482;2012-08-30;SETORAN TUNAI MARWAN SEMEN 500 SAK UD MARYAM 03226 KSR;20125000.00;BCA;297;1;SETORAN TUNAI MARWAN SEMEN 500 SAK UD MARYAM 03226 KSR;09/16/12;0000-00-00 00:00:00;0;
483;2012-08-30;SETORAN TUNAI AMAN NST UD PERDANA;20000000.00;BCA;297;1;pembayaran PL. Perdana jaya Do 03187-1;09/16/12;0000-00-00 00:00:00;0;
484;2012-08-30;SETORAN TUNAI SUGIYATI KARYA CIPTA MURNI (CBD);12000000.00;BCA;8115;1;pembayaran PL. karya cipta murni DO 03344 (kekurangannya);09/16/12;0000-00-00 00:00:00;0;
485;2012-08-30;KR OTOMATIS PT. BANK CIMB NIAG BNIAIDJA/025224RUSMIATY D/ RUSMIATY KERASA;79000000.00;BCA;998;1;pembayaran PL. US siantar DO 03047,03088,03116,03117;09/16/12;0000-00-00 00:00:00;0;
486;2012-08-31;SETORAN KLIRING #WARKAT L:01 I:00 KLG USAHA MAKMUR (2836-3152);39500000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 KLG USAHA MAKMUR (2836-3152);09/16/12;0000-00-00 00:00:00;0;
487;2012-08-31;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG RIZKYNTA (3217);20125000.00;BCA;8115;0;;09/07/12;0000-00-00 00:00:00;0;
488;2012-08-31;SETORAN KLIRING #WARKAT L:01 I:00 KLG NAGA MAS (3112-3134-3080);50000000.00;BCA;8115;1;pembayaran PL. Naga mas Do 03080,03112,03134;09/16/12;0000-00-00 00:00:00;0;
489;2012-08-31;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG MANDIRIJAYA (1810);19875000.00;BCA;8115;1;pembayaran PL. Mandiri jaya Do 02774;09/16/12;0000-00-00 00:00:00;0;
490;2012-08-31;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG PERMATAINDAH (3281);20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG PERMATAINDAH (3281);09/16/12;0000-00-00 00:00:00;0;
491;2012-08-31;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG PERMATAINDAH;40000000.00;BCA;8115;1;pembayaran PL. Permata indah Do 03365, 03364;09/16/12;0000-00-00 00:00:00;0;
492;2012-08-31;SETORAN KLIRING #WARKAT L:00 I:01 MANDIRI JAYA(02916);19875000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 MANDIRI JAYA(02916);09/16/12;0000-00-00 00:00:00;0;
493;2012-08-31;SETORAN KLIRING #WARKAT L:01 I:00 MAJU JAYA(02865);20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:01 I:00 MAJU JAYA(02865);09/16/12;0000-00-00 00:00:00;0;
494;2012-08-31;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS(03132);19875000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS(03132);09/16/12;0000-00-00 00:00:00;0;
495;2012-08-31;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS(03133);19875000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS(03133);09/16/12;0000-00-00 00:00:00;0;
496;2012-08-31;SETORAN KLIRING #WARKAT L:00 I:01 SINAR JAYA(03295);19750000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 SINAR JAYA(03295);09/16/12;0000-00-00 00:00:00;0;
497;2012-08-31;SETORAN KLIRING #WARKAT L:00 I:01 SERBA JADI(03259);20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 SERBA JADI(03259);09/16/12;0000-00-00 00:00:00;0;
498;2012-08-31;SETORAN KLIRING #WARKAT L:00 I:01 SEBA JADI(03258);20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 SEBA JADI(03258);09/16/12;0000-00-00 00:00:00;0;
499;2012-08-31;TRSF E-BANKING CR 3108/FTSCY/WS95011 19750000.00new majujaya.03076 t.tinggi.01362SURIANTO ;19750000.00;BCA;0;1;pembayaran PL. Maju jaya  tbt Do 03076;09/16/12;0000-00-00 00:00:00;0;
500;2012-08-31;SETORAN TUNAI ANI JINGGA/OBOR PELUNASAN FAK TGL 2/8/12 S/D 2 4/8/12;197500000.00;BCA;8200;1;pembayaran PL. Obor DO 02952,02996,03049,03016,03128,03158,03159,03160,03204,03205;09/16/12;0000-00-00 00:00:00;0;
501;2012-08-31;SETORAN TUNAI ;20250000.00;BCA;8000;1;pembayaran PL. Bahagia jaya bypass Do03324;09/16/12;0000-00-00 00:00:00;0;
502;2012-08-31;KR OTOMATIS LLG-MESTIKA DHARMA YANTO CHIN JAYA AK ;20500000.00;BCA;965;1;pembayaran PL. Sinar gunung Do 02876;09/16/12;0000-00-00 00:00:00;0;
503;2012-08-31;SETORAN TUNAI ;20000000.00;BCA;8430;1;pembayaran PL. Jaya lestari Do 02968;09/16/12;0000-00-00 00:00:00;0;
504;2012-08-31;TRSF E-BANKING CR 3108/FTSCY/WS95011 20000000.00do.03318(BK9003TL) dr ud.martimbul-ksSUMARDI CHANDRA ;20000000.00;BCA;0;1;pembayaran PL. Martimbul Do 03318;09/16/12;0000-00-00 00:00:00;0;
505;2012-08-31;SETORAN TUNAI MDN PAUDANG SETIA(6280)BERKAT BARU (2874);20725000.00;BCA;8115;1;pembayaran PL. paudang setia Rp.850.000 DO (6280)dan PL. Berkat baru helvet Rp,19.875.000 DO 02874;09/16/12;0000-00-00 00:00:00;0;
506;2012-08-31;SETORAN MDN OBOR(2696-2697-2708-2709-2710);100000000.00;BCA;8115;1;pembayaran PL. Obor DO 02698,02697,02078,02079,02710;09/16/12;0000-00-00 00:00:00;0;
507;2012-08-31;KR OTOMATIS LLG-BPD SUMUT MEDA UD FAUZAR ;20250000.00;BCA;965;1;pembayaran PL. Fauzar Do 03327;09/16/12;0000-00-00 00:00:00;0;
508;2012-09-03;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG ASBES ANGSA (2871);19875000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG ASBES ANGSA (2871);09/17/12;0000-00-00 00:00:00;0;
509;2012-09-03;SETORAN KLIRING #WARKAT L:00 I:01 STR KLG UD.RIDHO (2861);20000000.00;BCA;8115;0;;09/07/12;0000-00-00 00:00:00;0;
510;2012-09-03;SETORAN KLIRING #WARKAT L:00 I:01 MANDIRI JAYA(03021);19875000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 MANDIRI JAYA(03021);09/17/12;0000-00-00 00:00:00;0;
511;2012-09-03;SETORAN KLIRING #WARKAT L:00 I:01 SUBUR(03219);20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 SUBUR(03219);09/17/12;0000-00-00 00:00:00;0;
512;2012-09-03;SETORAN KLIRING #WARKAT L:00 I:01 BIMA MAJU(03221);20250000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 BIMA MAJU(03221);09/17/12;0000-00-00 00:00:00;0;
513;2012-09-03;SETORAN VIA CDM TANGGAL :01/09 0109WSID:923812420710766 IDR DEDEK SUBIANTORO;2500000.00;BCA;998;1;pembayaran Damanix multi karya Do03146-1;09/17/12;0000-00-00 00:00:00;0;
514;2012-09-03;SETORAN VIA CDM TANGGAL :01/09 0109WSID:923812420710766 IDR DEDEK SUBIANTORO;2500000.00;BCA;998;1;pembayaran Damanix multi karya Do03146-1;09/17/12;0000-00-00 00:00:00;0;
515;2012-09-03;SETORAN VIA CDM TANGGAL :01/09 0109WSID:923812420710766 IDR DEDEK SUBIANTORO;2500000.00;BCA;998;1;pembayaran Damanix multi karya Do03146-1;09/17/12;0000-00-00 00:00:00;0;
516;2012-09-03;SETORAN VIA CDM TANGGAL :01/09 0109WSID:923812420710766 IDR DEDEK SUBIANTORO;2500000.00;BCA;998;1;pembayaran Damanix multi karya Do03146-1;09/17/12;0000-00-00 00:00:00;0;
517;2012-09-03;SETORAN TUNAI PL.ABANG ADIK RPP ;6000000.00;BCA;8235;1;pembayaran PL. Adek abang Do 4863;09/17/12;0000-00-00 00:00:00;0;
518;2012-09-03;TRSF E-BANKING CR 09/03 79111 SEMEN AMBALUTU 500SAK RITONGA M ALI WARDANA RITO;20500000.00;BCA;0;1;pembayaran PL. Karya maju bersama Do 03372;09/17/12;0000-00-00 00:00:00;0;
519;2012-09-03;KR OTOMATIS LLG-MESTIKA DHARMA NOVA/USAHA BARU SE ;20250000.00;BCA;965;1;pembayaran PL. Usaha baru sei piring Do 03340;09/17/12;0000-00-00 00:00:00;0;
520;2012-09-03;SETORAN TUNAI TARIGAN JAYA PEMBAYARAN INVOICE 7527;20000000.00;BCA;8430;1;SETORAN TUNAI TARIGAN JAYA PEMBAYARAN INVOICE 7527;09/17/12;0000-00-00 00:00:00;0;
521;2012-09-03;SETORAN TUNAI JAMILAH SEMEN 500 SAK PL BERDIKARI 017 34;10000000.00;BCA;42;1;pembayaran PL. Berdikari Do 02530 (kekurangannya);09/17/12;0000-00-00 00:00:00;0;
522;2012-09-03;SETORAN TUNAI KHAIDIR SEMEN 500 SAK PL ANTARA JAYA 0 3137;19875000.00;BCA;42;1;SETORAN TUNAI KHAIDIR SEMEN 500 SAK PL ANTARA JAYA 0 3137;09/17/12;0000-00-00 00:00:00;0;
523;2012-09-03;KR OTOMATIS LLG-DANAMON KEBON EDY ANTO(02925-02990-03105-03127)dunia;79000000.00;BCA;965;1;KR OTOMATIS LLG-DANAMON KEBON EDY ANTO PL. Dunia CO (02925-02990-03105-03127)dunia;09/17/12;0000-00-00 00:00:00;0;
524;2012-09-03;KR OTOMATIS PT. BANK CIMB NIAG BNIAIDJA/029602RUSMIATY BCA MEDAN;59250000.00;BCA;998;1;pembayaran PL. US siantar DO 03202,03203,03118;09/17/12;0000-00-00 00:00:00;0;
525;2012-09-03;SETORAN TUNAI TRI V JAYA TRI V JAYA TG MORAWA;40000000.00;BCA;7985;1;SETORAN TUNAI TRI V JAYA TRI V JAYA TG MORAWA Do 03366,03411;09/17/12;0000-00-00 00:00:00;0;
526;2012-09-03;TRSF E-BANKING CR 03/09WSID:09121 DEDEK SUBIANTORO ;10000000.00;BCA;0;1;pembayaran Damanix multi karya Do03146-1;09/17/12;0000-00-00 00:00:00;0;
527;2012-09-03;TRSF E-BANKING CR 0309/FTSCY/WS95011 20000000.00UD Bangun Sari DAHNIAR;20000000.00;BCA;0;1;pembayaran PL. Bangun sari Do 03252;09/17/12;0000-00-00 00:00:00;0;
528;2012-09-04;SETORAN KLIRING #WARKAT L:01 I:00 KENCANA AGUNG(2645-2702-2740);137000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 KENCANA AGUNG Do 02645,02702,02740,02810,02823,02842,02860;09/17/12;0000-00-00 00:00:00;0;
529;2012-09-04;SETORAN KLIRING #WARKAT L:01 I:00 KLG CAHAYA MITRA ABADI (1050);19900000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 KLG CAHAYA MITRA ABADI Do 02808;09/17/12;0000-00-00 00:00:00;0;
530;2012-09-04;SETORAN TUNAI BAKRI CV.ANUGRAH JAYA ;20000000.00;BCA;297;1;SETORAN TUNAI BAKRI CV.ANUGRAH JAYA tanjung tiram Do 03081;09/17/12;0000-00-00 00:00:00;0;
531;2012-09-04;SETORAN TUNAI SIMALUNGUN TRAS ;79500000.00;BCA;8255;1;SETORAN TUNAI SIMALUNGUN TRAS DO 03356,03087,03161,03115;09/17/12;0000-00-00 00:00:00;0;
532;2012-09-04;KR OTOMATIS LLG-MESTIKA DHARMA SAUDARA JAYA KISAR ;39500000.00;BCA;965;1;KR OTOMATIS LLG-MESTIKA DHARMA SAUDARA JAYA KISAR  Do 02943,03009;09/17/12;0000-00-00 00:00:00;0;
533;2012-09-04;KR OTOMATIS LLG-MESTIKA DHARMA TJIO TJIN TJAI/CANBCA HM.YAMIN MEDAN ;20000000.00;BCA;965;1;pembayaran PL. Tetap jaya Kisaran Do 03314;09/17/12;0000-00-00 00:00:00;0;
534;2012-09-04;SETORAN TUNAI JAMILAH SEMEN 500 SAK PT JASA LAUT KSR;19875000.00;BCA;297;1;SETORAN TUNAI JAMILAH SEMEN 500 SAK PT JASA LAUT KSR Do 03184;09/17/12;0000-00-00 00:00:00;0;
535;2012-09-04;SETORAN TUNAI JAMILAH SEMEN 500 SAK 03038 KSR;19875000.00;BCA;297;1;pembayaran PL. Rimbun jaya Do 03038;09/17/12;0000-00-00 00:00:00;0;
536;2012-09-04;TRSF E-BANKING CR 0409/FTSCY/WS95011 750000.00kurang bayar tgl 9 juli dr 3saudaraROMI ;750000.00;BCA;0;1;TRSF E-BANKING CR 0409/FTSCY/WS95011 750000.00kurang bayar tgl 9 juli dr 3saudaraROMI  Do 02666;09/17/12;0000-00-00 00:00:00;0;
537;2012-09-04;TRSF E-BANKING CR 0409/FTSCY/WS95011 19750000.00bayar semen inv 3084 dr 3saudaraROMI ;19750000.00;BCA;0;1;TRSF E-BANKING CR 0409/FTSCY/WS95011 19750000.00bayar semen inv 3084 dr 3saudaraROMI ;09/18/12;0000-00-00 00:00:00;0;
538;2012-09-05;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG NAGA MAS (3031-3050);50000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG NAGA MAS (3031-3050) kelebihannya ke DO 03006,03134;09/18/12;0000-00-00 00:00:00;0;
539;2012-09-05;TRSF E-BANKING CR 0509/FTSCY/WS95011 20000000.00do.03384/BK8837TB dr ud.martimbul-ksSUMARDI CHANDRA ;20000000.00;BCA;0;1;TRSF E-BANKING CR 0509/FTSCY/WS95011 20000000.00do.03384/BK8837TB dr ud.martimbul-ksSUMARDI CHANDRA ;09/18/12;0000-00-00 00:00:00;0;
540;2012-09-05;SETORAN TUNAI ANDI TJB;20000000.00;BCA;52;1;SETORAN TUNAI ANDI TJB PL. Tunas famili Do 03294;09/18/12;0000-00-00 00:00:00;0;
541;2012-09-05;TRSF E-BANKING CR 09/05 75511 UD.TASJUNIAMAN SARAGIH;20400000.00;BCA;0;1;TRSF E-BANKING CR 09/05 75511 UD.TAS JUNIAMAN SARAGIH Do 03193-1;09/18/12;0000-00-00 00:00:00;0;
542;2012-09-05;SETORAN MDN TETAP JAYA TEBING(6244);8500000.00;BCA;8115;1;SETORAN MDN TETAP JAYA TEBING(6244);09/18/12;0000-00-00 00:00:00;0;
543;2012-09-05;SETORAN TUNAI MDN DARI PANGLONGIQBAL JAYA D/O 03027;20000000.00;BCA;8195;1;SETORAN TUNAI MDN DARI PANGLONGIQBAL JAYA D/O 03027;09/18/12;0000-00-00 00:00:00;0;
544;2012-09-05;TRSF E-BANKING CR 05/09WSID:54411 DEDEK SUBIANTORO;250000.00;BCA;0;1;pembayaran Damanix multi karya Do03146-1;09/17/12;0000-00-00 00:00:00;0;
545;2012-09-06;SETORAN KLIRING #WARKAT L:00 I:01 STR KLG UD.RIDHO (7453);20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:00 I:01 STR KLG UD.RIDHO (7453);09/18/12;0000-00-00 00:00:00;0;
546;2012-09-06;SETORAN KLIRING #WARKAT L:00 I:01 SUMBER ILHAM (3096-3095-2966);59625000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:00 I:01 SUMBER ILHAM (3096-3095-2966);09/18/12;0000-00-00 00:00:00;0;
547;2012-09-06;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG RIZKYNTA (3217);20125000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG RIZKYNTA (03217);09/18/12;0000-00-00 00:00:00;0;
548;2012-09-06;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG IDOLA JAYA (2662);20000000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG IDOLA JAYA (02662);09/18/12;0000-00-00 00:00:00;0;
549;2012-09-06;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG TEKSUE(3091-2975);40800000.00;BCA;8115;1;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG TEKSUE(03091-02975);09/18/12;0000-00-00 00:00:00;0;
550;2012-09-06;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS(03166);19875000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS(03166);dani;10/24/12 08:57 PM;0;
551;2012-09-06;SETORAN KLIRING #WARKAT L:01 I:00 IMMANUEL(03135);20000000.00;BCA;8285;1;SETORAN KLIRING #WARKAT L:01 I:00 IMMANUEL(03135);09/18/12;0000-00-00 00:00:00;0;
