Sales Order;Delivery Note;Invoice;Posting Date;Due Date;Customer;Qty;UOM;Territory;Sales Term;Grand Total
SO05698;DN04869;INV03893;2013-01-16;2013-01-30;Simalungun Traso Siantar 1;500;Sak 40kg;Sibatopasa;S Terms TOP 14 Day;20250000.44
SO05700;DN04874;INV03898;2013-01-16;2013-01-30;Usaha Baru Batangkuis 1;500;Sak 40kg;Tatemlukam;S Terms TOP 14 Day;20125001.19
SO05640;DN04903;INV03927;2013-01-17;2013-01-31;Naga Mas (Bintang Mas) Kisaran 1;500;Sak 40kg;Serkibata;S Terms TOP 14 Day;20125000.69
SO05665;DN04901;INV03925;2013-01-17;2013-01-31;SS Jaya Tanjung Anom 1;500;Sak 40kg;Medan;S Terms TOP 14 Day;20250000.93
SO05699;DN04886;INV03910;2013-01-17;2013-02-16;Sinar Terang Aek Kanopan 1;500;Sak 40kg;Rapakoba;S Terms TOP 30 Day;21000000.65
SO05701;DN04900;INV03924;2013-01-17;2013-02-16;Berkat Grand Angrek 1;500;Sak 40kg;Medan;S Terms TOP 30 Day;20625000.47
SO05702;DN04905;INV03929;2013-01-17;2013-01-31;Karunia Jaya Bahagia 1;500;Sak 40kg;Medan;S Terms TOP 14 Day;20250001.62
SO05703;DN04883;INV03907;2013-01-17;2013-01-16;Desa Maju Polonia 1;500;Sak 40kg;Medan;S Terms CBD;20250000.30
SO05704;DN04898;INV03922;2013-01-17;2013-01-16;Mitra Mulia Mandiri Medan 1;500;Sak 40kg;Medan;S Terms CBD;22000000.65
SO05705;DN04888;INV03912;2013-01-17;2013-01-31;Saudara Jaya Kisaran 1;500;Sak 40kg;Serkibata;S Terms TOP 14 Day;20250000.44
SO05706;DN04889;INV03913;2013-01-17;2013-01-31;Indomas Kisaran 1;500;Sak 40kg;Serkibata;S Terms TOP 14 Day;20250000.44
SO05707;DN04893;INV03917;2013-01-17;2013-01-31;Indomas Kisaran 1;500;Sak 40kg;Serkibata;S Terms TOP 14 Day;20250000.44
SO05708;DN04891;INV03915;2013-01-17;2013-02-07;Anugerah Jaya Tanjung Tiram 1;500;Sak 40kg;Serkibata;S Terms TOP 21 Day;20375000.85
SO05710;DN04885;INV03909;2013-01-17;2013-02-07;Putra Jaya Tebing 1;500;Sak 40kg;Serkibata;S Terms TOP 21 Day;20375000.70
SO05711;DN04907;INV03931;2013-01-17;2013-01-16;Utama Bangunan Batubara 1;500;Sak 40kg;Serkibata;DO Terms;19650001.20
SO05712;DN04884;INV03908;2013-01-17;2013-01-16;Dunia Co Kisaran 1;500;Sak 40kg;Serkibata;S Terms TOP 14 Day;20250000.44
SO05713;DN04892;INV03916;2013-01-17;2013-01-31;Dunia Co Kisaran 1;500;Sak 40kg;Serkibata;S Terms TOP 14 Day;20250000.44
SO05714;DN04904;INV03928;2013-01-17;2013-01-31;SS Jaya Tanjung Anom 1;500;Sak 40kg;Medan;S Terms TOP 14 Day;20250001.62
SO05715;DN04887;INV03911;2013-01-17;2013-02-16;Usaha Adek Sigambal 1;500;Sak 40kg;Rapakoba;S Terms TOP 30 Day;21375013.88
SO05716;DN04890;INV03914;2013-01-17;2013-01-31;Maju Jaya Tebing 1;500;Sak 40kg;Serkibata;S Terms TOP 14 Day;20500001.12
SO05717;DN04894;INV03918;2013-01-17;2013-01-31;Mandiri Jaya Marendal 1;500;Sak 40kg;Medan;S Terms TOP 14 Day;20250001.62
SO05718;DN04897;INV03921;2013-01-17;2013-01-16;Kencana Agung Johor 1;500;Sak 40kg;Medan;DO Terms;19750001.31
SO05719;DN04899;INV03923;2013-01-17;2013-01-31;Pursida Siantar 1;500;Sak 40kg;Sibatopasa;S Terms TOP 14 Day;20250000.44
SO05720;DN04896;INV03920;2013-01-17;2013-01-31;Permata Indah Patumbak 1;500;Sak 40kg;Medan;S Terms TOP 14 Day;20250001.62
SO05721;DN04902;INV03926;2013-01-17;2013-02-16;Berkat Grand Angrek 1;500;Sak 40kg;Medan;S Terms TOP 30 Day;20625000.47
SO05722;DN04906;INV03930;2013-01-17;2013-02-16;Berkat Grand Angrek 1;500;Sak 40kg;Medan;S Terms TOP 30 Day;20625000.47
SO05723;DN04923;INV03947;2013-01-18;2013-01-17;Linsa Pangururan 1;450;Sak 40kg;Sibatopasa;S Terms CBD;17550001.51
SO05724;DN04908;INV03932;2013-01-18;2013-02-17;Yoga Karunia Jaya Batangkuis 1;500;Sak 40kg;Tatemlukam;S Terms TOP 30 Day;20500000.02
SO05725;DN04912;INV03936;2013-01-18;2013-02-01;Bangun Utama Bagan Sinembah 1;500;Sak 40kg;Rapakoba;S Terms TOP 14 Day;21750000.87
SO05726;DN04909;INV03933;2013-01-18;2013-02-01;Menara Station Medan 1;500;Sak 40kg;Medan;S Terms TOP 14 Day;20500001.12
SO05727;DN04910;INV03934;2013-01-18;2013-02-17;Adec Kabanjahe 1;18549.999997;Kg;Binlangkar;S Terms TOP 30 Day;17993500.98
SO05728;DN04921;INV03945;2013-01-18;2013-01-17;Utama Bangunan Batubara 1;500;Sak 40kg;Serkibata;DO Terms;19650001.20
SO05729;DN04911;INV03935;2013-01-18;2013-01-17;US Siantar 1;500;Sak 40kg;Sibatopasa;DO Terms;19750000.70
SO05730;DN04913;INV03937;2013-01-18;2013-02-08;Bani Siantar 1;500;Sak 40kg;Sibatopasa;S Terms TOP 21 Day;20375000.03
SO05731;DN04916;INV03940;2013-01-18;2013-02-08;Perdana Jaya Air Batu 1;500;Sak 40kg;Serkibata;S Terms TOP 21 Day;20375000.02
SO05732;DN04917;INV03941;2013-01-18;2013-02-01;Rezeki Makmur T . Balai 1;500;Sak 40kg;Serkibata;S Terms TOP 14 Day;20250000.06
SO05733;DN04918;INV03942;2013-01-18;2013-02-01;Indomas Kisaran 1;500;Sak 40kg;Serkibata;S Terms TOP 14 Day;20250000.44
SO05734;DN04922;INV03946;2013-01-18;2013-01-17;Sejahterah Perdagangan 1;500;Sak 40kg;Serkibata;DO Terms;19000000.00
SO05737;DN04914;INV03938;2013-01-18;2013-02-01;Ikbal Jaya Martubung 1;500;Sak 40kg;Medan;S Terms TOP 14 Day;20250001.62
SO05738;DN04919;INV03943;2013-01-18;2013-02-01;Nanda Nindi Medan 1;500;Sak 40kg;Medan;S Terms TOP 14 Day;20250001.62
SO05742;DN04920;INV03944;2013-01-18;2013-02-08;Raja Pas Bangunan Rantau Prapat 1;500;Sak 40kg;Rapakoba;S Terms TOP 21 Day;21375000.18
SO05739;DN04925;INV03949;2013-01-19;2013-02-18;Jaya Baru Tembung 1;500;Sak 40kg;Tatemlukam;S Terms TOP 30 Day;20500000.02
SO05743;DN04924;INV03948;2013-01-19;2013-01-18;Utama Bangunan Batubara 1;500;Sak 40kg;Serkibata;DO Terms;19650001.20
